Item number,SKU Size,Parent Bulk Item Number,Product name,GFS_ReasonName,Item in Catalog,Show pricing to web,Parent Bulk Item Site,GFS Express,Search name,Production type,Brand,CAS #,DEA Controlled,Hazardous,Hazard Class,Product service type,Packing Group,Visible in webshop
60781,1 L,3572,"POTASSIUM HYDROXIDE SOLUTION 0.01 N, in ISOPROPANOL",,Yes,Yes,20,No,Potassium Hydroxide 0.01 N Solution In Isopropanol,BOM,GFS GENERIC,1310-58-3,No,Yes,"3, (8),",Not specified,PGII,Yes
60782,4 L,3572,"POTASSIUM HYDROXIDE SOLUTION 0.01 N, in ISOPROPANOL",,Yes,Yes,20,No,Potassium Hydroxide 0.01 N Solution In Isopropanol,BOM,GFS GENERIC,1310-58-3,No,Yes,"3, (8),",Not specified,PGII,Yes
60791,4L,1976,"POTASSIUM HYDROXIDE SOLUTION, 0.5 N IN METHANOL",,Yes,Yes,20,No,Potassium Hydroxide 0.5 N Solution In Methanol,BOM,GFS GENERIC,1310-58-3,No,Yes,"3, (8),",Not specified,PGII,Yes
608,BULK KG,608,"LITHIUM BENZOATE, REAGENT",RAW,Yes,No,20,No,"Lithium Benzoate, Reagent",None,GFS GENERIC,553-54-8,No,No,,Not specified,,Yes
60801,500 G,629,"POTASSIUM HYDROXIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Hydroxide, ACS",BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60802,2.5 KG,629,"POTASSIUM HYDROXIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Hydroxide, ACS",BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60803,10 KG,629,"POTASSIUM HYDROXIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Hydroxide, ACS",BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60804,50 KG,629,"POTASSIUM HYDROXIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Hydroxide, ACS",BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60811,4 L,1182,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N",,Yes,Yes,20,No,Potassium Hydroxide 0.1 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGIII,Yes
60812,4 X 4 L,1182,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N",,Yes,Yes,20,No,Potassium Hydroxide 0.1 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGIII,Yes
60813,1 L,1182,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N",,Yes,Yes,20,No,Potassium Hydroxide 0.1 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGIII,Yes
60814,6 X 1 L,1182,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N",,Yes,Yes,20,No,Potassium Hydroxide 0.1 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGIII,Yes
60815,20 L,1182,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N",,Yes,Yes,20,No,Potassium Hydroxide 0.1 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGIII,Yes
60821,4 L,1183,"POTASSIUM HYDROXIDE SOLUTION, 0.5 N",,Yes,Yes,20,No,Potassium Hydroxide 0.5 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGIII,Yes
60822,4 X 4 L,1183,"POTASSIUM HYDROXIDE SOLUTION, 0.5 N",,Yes,Yes,20,No,Potassium Hydroxide 0.5 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGIII,Yes
60831,4 L,1184,"POTASSIUM HYDROXIDE SOLUTION, 1 N",,Yes,Yes,20,No,Potassium Hydroxide  1 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60832,4 X 4 L,1184,"POTASSIUM HYDROXIDE SOLUTION, 1 N",,Yes,Yes,20,No,Potassium Hydroxide  1 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60851,4 L,1674,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N IN METHANOL",,Yes,Yes,20,No,Potassium Hydroxide 0.1 N Solution In Methanol,BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
60852,4 X 4 L,1674,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N IN METHANOL",,Yes,Yes,20,No,Potassium Hydroxide 0.1 N Solution In Methanol,BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
60856,4 L,1984,"POTASSIUM HYDROXIDE SOLUTION, 0.01 N IN METHANOL",,Yes,Yes,20,No,Potassium Hydroxide 0.01 N Solution In Methanol,BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
60857,4 X 4 L,1984,"POTASSIUM HYDROXIDE SOLUTION, 0.01 N IN METHANOL",,Yes,Yes,20,No,Potassium Hydroxide 0.01 N Solution In Methanol,BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
60861,4 L,2188,"POTASSIUM HYDROXIDE SOLUTION, 2 N",,Yes,Yes,20,No,Potassium Hydroxide 2 N Solution,BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60871,4 L,2290,"POTASSIUM HYDROXIDE, 45% W/W",,Yes,Yes,20,No,"Potassium Hydroxide, 45% W/W Solution",BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60873,20 L,2290,"POTASSIUM HYDROXIDE, 45% W/W",,Yes,No,20,No,"Potassium Hydroxide, 45% W/W Solution",BOM,GFS GENERIC,1310-58-3,No,Yes,"8,",Not specified,PGII,Yes
60881,4 L,1972,"POTASSIUM HYDROXIDE SOLUTION 0.1 N, IN ISOPROPANOL",,Yes,Yes,20,No,"Potassium Hydroxide 0.1 N Solution, In Isopropanol",BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
60882,4 X 4 L,1972,"POTASSIUM HYDROXIDE SOLUTION 0.1 N, IN ISOPROPANOL",,Yes,Yes,20,No,"Potassium Hydroxide 0.1 N Solution, In Isopropanol",BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
60883,1 L,1972,"POTASSIUM HYDROXIDE SOLUTION 0.1 N, IN ISOPROPANOL",,Yes,Yes,20,No,"Potassium Hydroxide 0.1 N Solution, In Isopropanol",BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
60884,6 X 1 L,1972,"POTASSIUM HYDROXIDE SOLUTION 0.1 N, IN ISOPROPANOL",,Yes,Yes,20,No,"Potassium Hydroxide 0.1 N Solution, In Isopropanol",BOM,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
609,BULK KG,609,"Lithium Carbonate, Reagent (ACS)",,Yes,No,10,No,"Lithium Carbonate, ACS",Formula,GFS GENERIC,554-13-2,No,No,,Not specified,,Yes
60901,100 G,79,"POTASSIUM IODATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Iodate, ACS",BOM,GFS GENERIC,7758-05-6,No,Yes,"5.1,",Not specified,PGII,Yes
60902,500 G,79,"POTASSIUM IODATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Iodate, ACS",BOM,GFS GENERIC,7758-05-6,No,Yes,"5.1,",Not specified,PGII,Yes
60903,2.5 KG,79,"POTASSIUM IODATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Iodate, ACS",BOM,GFS GENERIC,7758-05-6,No,Yes,"5.1,",Not specified,PGII,Yes
60904,10 KG,79,"POTASSIUM IODATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Iodate, ACS",BOM,GFS GENERIC,7758-05-6,No,Yes,"5.1,",Not specified,PGII,Yes
60905,50 KG,79,"POTASSIUM IODATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Iodate, ACS",BOM,GFS GENERIC,7758-05-6,No,Yes,"5.1,",Not specified,PGII,Yes
60911,500 ML,1185,"POTASSIUM IODATE, SOLUTION, 0.1 N, (0.0167 mol/L) IODIMETRIC STANDARD",,Yes,Yes,20,No,"Potassium Iodate, 0.1 N Solution, (0.0167 Mol/L) Iodimetric Standard",BOM,GFS GENERIC,7758-05-6,No,No,,Not specified,,Yes
60912,4 L,1185,"POTASSIUM IODATE, SOLUTION, 0.1 N, (0.0167 mol/L) IODIMETRIC STANDARD",,Yes,Yes,20,No,"Potassium Iodate, 0.1 N Solution, (0.0167 Mol/L) Iodimetric Standard",BOM,GFS GENERIC,7758-05-6,No,No,,Not specified,,Yes
60913,20 L,1185,"POTASSIUM IODATE, SOLUTION, 0.1 N, (0.0167 mol/L) IODIMETRIC STANDARD",,Yes,Yes,20,No,"Potassium Iodate, 0.1 N Solution, (0.0167 Mol/L) Iodimetric Standard",BOM,GFS GENERIC,7758-05-6,No,No,,Not specified,,Yes
60914,4 X 4 L,1185,"POTASSIUM IODATE, SOLUTION, 0.1 N, (0.0167 mol/L) IODIMETRIC STANDARD",,Yes,Yes,20,No,"Potassium Iodate, 0.1 N Solution, (0.0167 Mol/L) Iodimetric Standard",BOM,GFS GENERIC,7758-05-6,No,No,,Not specified,,Yes
60941,500 ML,1648,"POTASSIUM IODATE, SOLUTION, 0.1 N (0.025 mol/L) TITRANT",,Yes,Yes,20,No,"Potassium Iodate, 0.1 N Solution (0.025 Mol/L) Titrant",BOM,GFS GENERIC,7758-05-6,No,No,,Not specified,,Yes
60942,4 L,1648,"POTASSIUM IODATE, SOLUTION, 0.1 N (0.025 mol/L) TITRANT",,Yes,Yes,20,No,"Potassium Iodate, 0.1 N Solution (0.025 Mol/L) Titrant",BOM,GFS GENERIC,7758-05-6,No,No,,Not specified,,Yes
60951,500 ML,1564,"POTASSIUM IODATE-IODIDE, SOLUTION, 0.1 N",,Yes,Yes,20,No,"Potassium Iodate-Iodide, 0.1 N Solution",BOM,GFS GENERIC,,No,No,,Not specified,,Yes
60952,4 L,1564,"POTASSIUM IODATE-IODIDE, SOLUTION, 0.1 N",,Yes,Yes,20,No,"Potassium Iodate-Iodide, 0.1 N Solution",BOM,GFS GENERIC,,No,No,,Not specified,,Yes
60953,20 L,1564,"POTASSIUM IODATE-IODIDE, SOLUTION, 0.1 N",,Yes,Yes,20,No,"Potassium Iodate-Iodide, 0.1 N Solution",BOM,GFS GENERIC,,No,No,,Not specified,,Yes
60961,500 ML,2269,"POTASSIUM IODATE-IODIDE, SOLUTION, 0.5 N",,Yes,Yes,20,No,"Potassium Iodate-Iodide, 0.5 N Solution",BOM,GFS GENERIC,,No,No,,Not specified,,Yes
60962,4 L,2269,"POTASSIUM IODATE-IODIDE, SOLUTION, 0.5 N",,Yes,Yes,20,No,"Potassium Iodate-Iodide, 0.5 N Solution",BOM,GFS GENERIC,,No,No,,Not specified,,Yes
60963,20 L,2269,"POTASSIUM IODATE-IODIDE, SOLUTION, 0.5 N",,Yes,Yes,20,No,"Potassium Iodate-Iodide, 0.5 N Solution",BOM,GFS GENERIC,,No,No,,Not specified,,Yes
610,BULK KG,610,"Lithium Metaborate, Anhydrous, Reagent (ACS)",,Yes,No,10,No,"Lithium Metaborate, Anhydrous, ACS",Formula,GFS GENERIC,13453-69-5,No,No,,Not specified,,Yes
61001,100 G,654,"POTASSIUM IODIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Iodide, ACS",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61002,500 G,654,"POTASSIUM IODIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Iodide, ACS",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61003,2.5 KG,654,"POTASSIUM IODIDE, REAGENT (ACS)",,Yes,Yes,20,Yes,"Potassium Iodide, ACS",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61004,10 KG,654,"POTASSIUM IODIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Iodide, ACS",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61005,50 KG,654,"POTASSIUM IODIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Iodide, ACS",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61021,500 ML,2191,"POTASSIUM IODIDE, SOLUTION 10% W/V",,Yes,Yes,20,No,"Potassium Iodide, 10% W/V Solution",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61022,4 L,2191,"POTASSIUM IODIDE, SOLUTION 10% W/V",,Yes,Yes,20,No,"Potassium Iodide, 10% W/V Solution",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61031,500 ML,2274,"POTASSIUM IODIDE, SOLUTION, 20%",,Yes,Yes,20,No,"Potassium Iodide, 20% W/V Solution",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61032,2.5 L,2274,"POTASSIUM IODIDE, SOLUTION, 20%",,Yes,Yes,20,No,"Potassium Iodide, 20% W/V Solution",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61041,100 G,3644,"POTASSIUM IODIDE, 99%",,Yes,Yes,20,No,"Potassium Iodide, 99%",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61042,500 G,3644,"POTASSIUM IODIDE, 99%",,Yes,Yes,20,No,"Potassium Iodide, 99%",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
61043,2.5 KG,3644,"POTASSIUM IODIDE, 99%",,Yes,Yes,20,No,"Potassium Iodide, 99%",BOM,GFS GENERIC,7681-11-0,No,No,,Not specified,,Yes
611,BULK KG,611,"Lithium Nitrate, Reagent",,Yes,No,10,No,"Lithium Nitrate, Reagent",Formula,GFS GENERIC,7790-69-4,No,Yes,"5.1,",Not specified,PGIII,Yes
61101,500 G,995,"POTASSIUM METABISULFITE, REAGENT",,Yes,No,20,No,"Potassium Metabisulfite, Reagent",BOM,GFS GENERIC,16731-55-8,No,No,,Not specified,,Yes
61102,2.5 KG,995,"POTASSIUM METABISULFITE, REAGENT",,Yes,No,20,No,"Potassium Metabisulfite, Reagent",BOM,GFS GENERIC,16731-55-8,No,No,,Not specified,,Yes
61103,10 KG,995,"POTASSIUM METABISULFITE, REAGENT",,Yes,No,20,No,"Potassium Metabisulfite, Reagent",BOM,GFS GENERIC,16731-55-8,No,No,,Not specified,,Yes
612,BULK KG,612,"Lithium Sulfate, Monohydrate, Reagent (ACS)",,Yes,No,10,No,"Lithium Sulfate, Monohydrate, ACS",Formula,GFS GENERIC,10102-25-7,No,No,,Not specified,,Yes
61201,500 G,655,"POTASSIUM NITRATE, REAGENT (ACS)",,Yes,Yes,10,No,"Potassium Nitrate, ACS",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61202,2.5 KG,655,"POTASSIUM NITRATE, REAGENT (ACS)",,Yes,Yes,10,No,"Potassium Nitrate, ACS",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61203,10 KG,655,"POTASSIUM NITRATE, REAGENT (ACS)",,Yes,No,10,No,"Potassium Nitrate, ACS",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61204,50 KG,655,"POTASSIUM NITRATE, REAGENT (ACS)",,Yes,No,10,No,"Potassium Nitrate, ACS",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61205,500 KG,655,"POTASSIUM NITRATE, REAGENT (ACS)",,Yes,No,10,No,"Potassium Nitrate, ACS",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61206,1000 KG,655,"POTASSIUM NITRATE, REAGENT (ACS)",,Yes,No,10,No,"Potassium Nitrate, ACS",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
6121,BULK KG,6121,"Lithium Sulfate, Anhydrous",,Yes,No,10,No,"Lithium Sulfate, Anhydrous",Formula,GFS GENERIC,10377-48-7,No,No,,Not specified,,Yes
61211,100 G,A6174,"POTASSIUM NITRATE, 99.999%",,Yes,Yes,20,No,"Potassium Nitrate, 99.999%",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61212,500 G,A6174,"POTASSIUM NITRATE, 99.999%",,Yes,Yes,20,No,"Potassium Nitrate, 99.999%",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61213,20 G,A6174,"POTASSIUM NITRATE, 99.999%",,Yes,Yes,20,No,"Potassium Nitrate, 99.999%",BOM,GFS GENERIC,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61221,500 G,1928,"POTASSIUM NITRATE, BIO-REFINED",,Yes,Yes,20,No,"Potassium Nitrate, Bio-Refined",BOM,BIO-REFINED,7757-79-1,No,Yes,"5.1,",Not specified,PGIII,Yes
61251,500 G,794,"Potassium Nitrite, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Nitrite, ACS",BOM,GFS GENERIC,7758-09-0,No,Yes,"5.1,",Not specified,PGII,Yes
61252,2.5 KG,794,"Potassium Nitrite, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Nitrite, ACS",BOM,GFS GENERIC,7758-09-0,No,Yes,"5.1,",Not specified,PGII,Yes
61253,10 KG,794,"Potassium Nitrite, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Nitrite, ACS",BOM,GFS GENERIC,7758-09-0,No,Yes,"5.1,",Not specified,PGII,Yes
61255,100 G,794,"Potassium Nitrite, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Nitrite, ACS",BOM,GFS GENERIC,7758-09-0,No,Yes,"5.1,",Not specified,PGII,Yes
61270,100 G,996,"Potassium Oxalate, Monohydrate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Oxalate, Monohydrate, ACS",BOM,GFS GENERIC,6487-48-5,No,No,,Not specified,,Yes
61271,500 G,996,"Potassium Oxalate, Monohydrate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Oxalate, Monohydrate, ACS",BOM,GFS GENERIC,6487-48-5,No,No,,Not specified,,Yes
61272,2.5 KG,996,"Potassium Oxalate, Monohydrate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Oxalate, Monohydrate, ACS",BOM,GFS GENERIC,6487-48-5,No,No,,Not specified,,Yes
61273,10 KG,996,"Potassium Oxalate, Monohydrate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Oxalate, Monohydrate, ACS",BOM,GFS GENERIC,6487-48-5,No,No,,Not specified,,Yes
61274,50 KG,996,"Potassium Oxalate, Monohydrate, Reagent (ACS)",,Yes,No,10,No,"Potassium Oxalate, Monohydrate, ACS",BOM,GFS GENERIC,6487-48-5,No,No,,Not specified,,Yes
613,BULK KG,613,"MERCURIC NITRATE, MONOHYDRATE, REAGENT (ACS)",,Yes,No,20,No,"Mercuric Nitrate, Monohydrate, ACS",None,GFS GENERIC,7783-34-8,No,Yes,"6.1,",Not specified,PGII,Yes
61301,500 G,80,"Potassium Perchlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61302,2.5 KG,80,"Potassium Perchlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61303,10 KG,80,"Potassium Perchlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61304,50 KG,80,"Potassium Perchlorate, Reagent (ACS)",,Yes,No,10,No,"Potassium Perchlorate, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61305,100 G,80,"Potassium Perchlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61306,1000 KG,80,"Potassium Perchlorate, Reagent (ACS)",,Yes,No,10,No,"Potassium Perchlorate, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61307,5000 KG,80,"Potassium Perchlorate, Reagent (ACS)",,Yes,No,10,No,"Potassium Perchlorate, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61321,500 G,297,"Potassium Perchlorate, 100 Mesh, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, 100 Mesh, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61322,2.5 KG,297,"Potassium Perchlorate, 100 Mesh, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, 100 Mesh, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61323,10 KG,297,"Potassium Perchlorate, 100 Mesh, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, 100 Mesh, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61324,50 KG,297,"Potassium Perchlorate, 100 Mesh, Reagent (ACS)",,Yes,No,10,No,"Potassium Perchlorate, 100 Mesh, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61325,100 G,297,"Potassium Perchlorate, 100 Mesh, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Perchlorate, 100 Mesh, ACS",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61332,10 KG,373,"Potassium Perchlorate, Commercial",,Yes,Yes,10,No,"Potassium Perchlorate, Commercial",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61333,50 KG,373,"Potassium Perchlorate, Commercial",,Yes,No,10,No,"Potassium Perchlorate, Commercial",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61334,100 KG,373,"Potassium Perchlorate, Commercial",,Yes,No,10,No,"Potassium Perchlorate, Commercial",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61335,1000 KG,373,"Potassium Perchlorate, Commercial",,Yes,No,10,No,"Potassium Perchlorate, Commercial",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
61336,5000 KG,373,"Potassium Perchlorate, Commercial",,Yes,No,10,No,"Potassium Perchlorate, Commercial",BOM,GFS GENERIC,7778-74-7,No,Yes,"5.1,",Not specified,PGII,Yes
614,BULK KG,614,"MERCURIC SULFATE, REAGENT (ACS)",,Yes,No,20,No,"Mercuric Sulfate, ACS",None,GFS GENERIC,7783-35-9,No,Yes,"6.1,",Not specified,PGII,Yes
61401,50 KG,593,"Potassium Periodate, Commercial",,Yes,No,10,No,"Potassium Periodate, Commercial",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
61402,136 KG,593,"Potassium Periodate, Commercial",,Yes,No,10,No,"Potassium Periodate, Commercial",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
61404,10 KG,593,"Potassium Periodate, Commercial",,Yes,Yes,10,No,"Potassium Periodate, Commercial",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
615,BULK KG,615,"Silver Acetate, Purified",,Yes,No,10,No,"Silver Acetate, Purified",Formula,GFS GENERIC,563-63-3,No,No,,Not specified,,Yes
61501,100 G,81,"POTASSIUM PERIODATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Periodate, ACS",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
61502,500 G,81,"POTASSIUM PERIODATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Periodate, ACS",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
61503,2.5 KG,81,"POTASSIUM PERIODATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Periodate, ACS",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
61504,10 KG,81,"POTASSIUM PERIODATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Periodate, ACS",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
61505,50 KG,81,"POTASSIUM PERIODATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Periodate, ACS",BOM,GFS GENERIC,7790-21-8,No,Yes,"5.1,",Not specified,PGII,Yes
61581,500 G,1931,"POTASSIUM PERMANGANATE, BIO-REFINED",,Yes,Yes,20,No,"Potassium Permanganate, Bio-Refined",BOM,BIO-REFINED,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
61590,100 G,1693,"POTASSIUM PERMANGANATE,  LOW MERCURY, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Permanganate, Low Mercury, ACS",BOM,GFS GENERIC,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
61591,500 G,1693,"POTASSIUM PERMANGANATE,  LOW MERCURY, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Permanganate, Low Mercury, ACS",BOM,GFS GENERIC,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
61592,2.5 KG,1693,"POTASSIUM PERMANGANATE,  LOW MERCURY, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Permanganate, Low Mercury, ACS",BOM,GFS GENERIC,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
616,BULK KG,616,"Silver Bromide, Purified",,Yes,No,10,No,"Silver Bromide, Purified",Formula,GFS GENERIC,7785-23-1,No,No,,Not specified,,Yes
61601,500 G,556,"POTASSIUM PERMANGANATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Permanganate, ACS",BOM,GFS GENERIC,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
61602,2.5 KG,556,"POTASSIUM PERMANGANATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Permanganate, ACS",BOM,GFS GENERIC,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
61603,10 KG,556,"POTASSIUM PERMANGANATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Permanganate, ACS",BOM,GFS GENERIC,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
61611,4 L,1186,"POTASSIUM PERMANGANATE, SOLUTION, 0.1 N",,Yes,Yes,20,No,"Potassium Permanganate, 0.1 N Solution",BOM,GFS GENERIC,7722-64-7,No,No,,Not specified,,Yes
61612,4 X 4 L,1186,"POTASSIUM PERMANGANATE, SOLUTION, 0.1 N",,Yes,Yes,20,No,"Potassium Permanganate, 0.1 N Solution",BOM,GFS GENERIC,7722-64-7,No,No,,Not specified,,Yes
61613,20 L,1186,"POTASSIUM PERMANGANATE, SOLUTION, 0.1 N",,Yes,No,20,No,"Potassium Permanganate, 0.1 N Solution",BOM,GFS GENERIC,7722-64-7,No,No,,Not specified,,Yes
61621,4 L,1861,"POTASSIUM PERMANGANATE, SOLUTION, 1.0 N",,Yes,Yes,20,No,"Potassium Permanganate, 1.0 N Solution",BOM,GFS GENERIC,7722-64-7,No,No,,Not specified,,Yes
