Brand,Instrument,GFS Item #,title,Web Description,url
LaMotte,Lamotte 2020e.,8337,"100 NTU, Lamotte 2020E And Tc3000E, Amco Clear Turbidity Standard",For Lamotte 2020e and TC3000e Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-ntu-for-lamotte-8337
LaMotte,Lamotte 2020e.,8482,"1000 NTU, Lamotte 2020E And TC3000E, Amco Clear Turbidity Standard",For Lamotte 2020e and Lamotte TC3000e Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1000-ntu-for-lamotte-8482
LaMotte,Lamotte 2020e.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
LaMotte,Lamotte 2020e.,8484,"Turb Calib Kit, Lam 2020E","Calibration kit containing 1.0 and 10 NTU standards for the LaMotte 2020e and TC-3000e turbidity instruments. Available as primary calibration standards and a deluxe kit, containing both primary calibration standards and sealed secondary verification standards.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-lamotte-2020e-8484
LaMotte,LaMotte 2020i (current). ,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
LaMotte,LaMotte 2020i (current). ,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
LaMotte,LaMotte 2020i (current). ,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
LaMotte,LaMotte 2020i (current). ,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
LaMotte,LaMotte 2020i (current). ,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
LaMotte,LaMotte 2020i (current). ,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
LaMotte,LaMotte 2020i (current). ,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
LaMotte,Lamotte 2020i (legacy).,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
LaMotte,Lamotte 2020i (legacy).,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
LaMotte,Lamotte 2020i (legacy).,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
LaMotte,Lamotte 2020i (legacy).,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
LaMotte,Lamotte 2020i (legacy).,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
LaMotte,Lamotte 2020i (legacy).,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
LaMotte,Lamotte 2020i (legacy).,8338,"1.0 FNU For Lamotte 2020I And Tc3000I, Amco Clear Turbidity Standard",For Lamotte 2020i (legacy) and Lamotte TC3000i Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1-0-fnu-for-lamotte-8338
LaMotte,Lamotte 2020i (legacy).,8339,"10 FNU For Lamotte 2020I And Tc3000I, Amco Clear Turbidity Standard",For Lamotte 2020i (legacy) and Lamotte TC3000i Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-10-fnu-for-lamotte-2-8339
LaMotte,Lamotte 2020i (legacy).,8341,"100 FNU For Lamotte 2020I And Tc3000I, Amco Clear Turbidity Standard",For Lamotte 2020i (legacy) and Lamotte TC3000i Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-fnu-for-lamotte-8341
LaMotte,Lamotte 2020i (legacy).,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
LaMotte,Lamotte 2020We Turbidimeter.,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
LaMotte,Lamotte 2020We Turbidimeter.,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
LaMotte,Lamotte 2020We Turbidimeter.,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
LaMotte,Lamotte 2020We Turbidimeter.,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
LaMotte,Lamotte 2020We Turbidimeter.,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
LaMotte,Lamotte 2020We Turbidimeter.,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
LaMotte,Lamotte 2020We Turbidimeter.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
LaMotte,Lamotte 2020We Turbidimeter.,8577,"1 NTU For Lamotte 2020WE, Amco Clear Turbidity Standard",For Lamotte 2020We Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1-ntu-for-lamotte-20-8577
LaMotte,Lamotte 2020We Turbidimeter.,8585,"40 NTU For Lamotte 2020WE, Amco Clear Turbidity Standard",For Lamotte 2020We Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-40-ntu-for-lamotte-2-8585
LaMotte,LaMotte 2020WE turbidity instrument. ,8584,"Calibration Kit for Lamotte 2020We, Amco Clear Turbidity Kit",Calibration kit containing 1.0 and 10 NTU standards for LaMotte 2020WE turbidity instrument. Available as primary calibration standards or a deluxe kit containing both primary calibration standards and sealed secondary verification standards.,https://www.gfschemicals.com/amco-clear-calibration-kit-for-lamotte-2020we-8584
LaMotte,LaMotte 2020wi turbidimeter,8588,"Calibration Kit for Lamotte 2020WI, Amco Clear Turbidity Kit",Calibration kit containing 1.0 and 10 FNU standards for LaMotte 2020wi turbidimeter. Available as primary calibration standards and deluxe kit with primary and sealed secondary verification standards.,https://www.gfschemicals.com/amco-clear-calibration-kit-for-lamotte-2020wi-8588
LaMotte,Lamotte 2020Wi Turbidimeter.,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
LaMotte,Lamotte 2020Wi Turbidimeter.,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
LaMotte,Lamotte 2020Wi Turbidimeter.,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
LaMotte,Lamotte 2020Wi Turbidimeter.,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
LaMotte,Lamotte 2020Wi Turbidimeter.,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
LaMotte,Lamotte 2020Wi Turbidimeter.,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
LaMotte,Lamotte 2020Wi Turbidimeter.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
LaMotte,Lamotte 2020Wi Turbidimeter.,8581,"10 FNU For Lamotte 2020WI, Amco Clear Turbidity Standard",For Lamotte 2020Wi Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-10-fnu-for-lamotte-2-8581
LaMotte,Lamotte 2020Wi Turbidimeter.,8582,"100 FNU For Lamotte 2020WI, Amco Clear Turbidity Standard",For Lamotte 2020Wi Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-fnu-for-lamotte-8582
LaMotte TC,Lamotte TC3000e.,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
LaMotte TC,Lamotte TC3000e.,8186,"100 NTU, Lamotte 2020 Instrument, Amco Clear Turbidity Standard",For Lamotte 2020e and TC3000e Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-ntu-for-lamotte-8186
LaMotte TC,Lamotte TC3000e.,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
LaMotte TC,Lamotte TC3000e.,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
LaMotte TC,Lamotte TC3000e.,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
LaMotte TC,Lamotte TC3000e.,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
LaMotte TC,Lamotte TC3000e.,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
LaMotte TC,Lamotte TC3000e.,8335,"1.0 NTU, Lamotte 2020E And TC 3000E, Amco Clear Turbidity Standard",For Lamotte 2020e and TC3000e Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1-0-ntu-for-lamotte-8335
LaMotte TC,Lamotte TC3000e.,8336,"10 NTU, Lamotte 2020E And Tc3000E, Amco Clear Turbidity Standard",For Lamotte 2020e and TC3000e Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-10-ntu-for-lamotte-2-8336
LaMotte TC,Lamotte TC3000e.,8337,"100 NTU, Lamotte 2020E And Tc3000E, Amco Clear Turbidity Standard",For Lamotte 2020e and TC3000e Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-ntu-for-lamotte-8337
LaMotte TC,Lamotte TC3000e.,8482,"1000 NTU, Lamotte 2020E And TC3000E, Amco Clear Turbidity Standard",For Lamotte 2020e and Lamotte TC3000e Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1000-ntu-for-lamotte-8482
LaMotte TC,Lamotte TC3000e.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
LaMotte TC,Lamotte TC3000e.,8484,"Turb Calib Kit, Lam 2020E","Calibration kit containing 1.0 and 10 NTU standards for the LaMotte 2020e and TC-3000e turbidity instruments. Available as primary calibration standards and a deluxe kit, containing both primary calibration standards and sealed secondary verification standards.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-lamotte-2020e-8484
LaMotte TC,Lamotte TC3000i,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
LaMotte TC,Lamotte TC3000i,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
LaMotte TC,Lamotte TC3000i,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
LaMotte TC,Lamotte TC3000i,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
LaMotte TC,Lamotte TC3000i,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
LaMotte TC,Lamotte TC3000i,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
LaMotte TC,Lamotte TC3000i,8338,"1.0 FNU For Lamotte 2020I And Tc3000I, Amco Clear Turbidity Standard",For Lamotte 2020i (legacy) and Lamotte TC3000i Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1-0-fnu-for-lamotte-8338
LaMotte TC,Lamotte TC3000i,8339,"10 FNU For Lamotte 2020I And Tc3000I, Amco Clear Turbidity Standard",For Lamotte 2020i (legacy) and Lamotte TC3000i Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-10-fnu-for-lamotte-2-8339
LaMotte TC,Lamotte TC3000i,8341,"100 FNU For Lamotte 2020I And Tc3000I, Amco Clear Turbidity Standard",For Lamotte 2020i (legacy) and Lamotte TC3000i Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-fnu-for-lamotte-8341
LaMotte TC,Lamotte TC3000i,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Mettler Toledo,Mettler Toledo InPro 8200 Turbidity Sensor.,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Mettler Toledo,Mettler Toledo InPro 8200 Turbidity Sensor.,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Mettler Toledo,Mettler Toledo InPro 8200 Turbidity Sensor.,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Mettler Toledo,Mettler Toledo InPro 8200 Turbidity Sensor.,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Mettler Toledo,Mettler Toledo InPro 8200 Turbidity Sensor.,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Mettler Toledo,Mettler Toledo InPro 8200 Turbidity Sensor.,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Mettler Toledo,Mettler Toledo InPro 8200 Turbidity Sensor.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Monitek,Monitek TA1.,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Monitek,Monitek TA1.,8208,"Calibration Kit For Monitek Ta1 And Hach 2100A, Amco Clear Turbidity Kit","Primary Calibration kit for Monitek TA1 and Hach 2100A instruments. Includes 250 mL bottles of 1.0, 10, and 100 NTU standards.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-monitek-ta1-and-hac-8208
Monitek,Monitek TA1.,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Monitek,Monitek TA1.,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Monitek,Monitek TA1.,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Monitek,Monitek TA1.,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Monitek,Monitek TA1.,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Monitek,Monitek TA1.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Orbeco-Hellige,Orbeco-Hellige Turbidity Instruments. ,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Orbeco-Hellige,Orbeco-Hellige Turbidity Instruments. ,8211,"Turb Calib Kit, Orbeco","Calibration kit containing 0.0 and 40 NTU standards for Orbeco-Hellige turbidity instruments. Available as primary calibration standards and a deluxe kit, containing both primary calibration standards and sealed secondary verification standards.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-orbeco-hellige-turb-8211
Orbeco-Hellige,Orbeco-Hellige Turbidity Instruments. ,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Orbeco-Hellige,Orbeco-Hellige Turbidity Instruments. ,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Orbeco-Hellige,Orbeco-Hellige Turbidity Instruments. ,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
